handout,handout_name,row_id,original_entry,original_decision,chapter,topic,book_printed_pages,source_pages,integrated_disposition,integrated_ids,detail
OS,Other Subjects Capsule (GIT Others),TU-31,C15-D1,discrepancy,15,Colorectal carcinoma age,196,GIT Others p. 19,review point,R15,
OS,Other Subjects Capsule (GIT Others),TU-32,C15-3,include,15,Colorectal cancer predisposing factors,196,GIT Others p. 19,retained,E15.03,
OS,Other Subjects Capsule (GIT Others),TU-33,,exclude,4,CRC survival/sex ratio,74,GIT Others p. 20,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),TU-34,,exclude,15,CRC site distribution,197,GIT Others p. 20,excluded by original handout,,"Central review: Figure 15.2 on book p.197 already gives the per-segment distribution (rectum 27%, sigmoid 20%, caecum 14%, ascending colon 8% ...). The GIT Others values group segments differently and teach nothing new."
OS,Other Subjects Capsule (GIT Others),TU-35,,exclude,15,CRC gross shapes,200,GIT Others p. 20,excluded by original handout,,duplicate (Ch15 right vs left colon)
OS,Other Subjects Capsule (GIT Others),TU-36,C15-2,include,15,CRC histological variants,196,GIT Others p. 20,retained,E15.02,
OS,Other Subjects Capsule (GIT Others),TU-37,,exclude,4,CRC histology,74,GIT Others p. 20,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),TU-38,,exclude,4,CRC course and diagnosis,75,GIT Others p. 21,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),TU-39,,exclude,4,Carcinoid,75,GIT Others p. 21,excluded by original handout,,otherwise duplicate; residual detail low value
OS,Other Subjects Capsule (GIT Others),TU-40,,exclude,4,GIST,75,GIT Others p. 21,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-01,,exclude,7,Foodborne illness definition,107,GIT Others p. 22,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-02,,exclude,7,Salmonella reservoir,107,GIT Others p. 22,excluded by original handout,,"Capsule duplicate check: already taught by the earlier Internal Medicine companion (branch claude/credits-expiring-soon-7nbhf4, entry C5-15: 'Poultry -> Salmonella', from GIT Internal Med p. 55)."
OS,Other Subjects Capsule (GIT Others),FI-03,C7-1,include,7,Salmonella culture conditions,107,GIT Others p. 22,retained,E07.01,
OS,Other Subjects Capsule (GIT Others),FI-04,,exclude,7,Salmonella selective media,107,GIT Others p. 22,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-05,C7-1,include,7,Salmonella biochemistry – S. typhi,107,GIT Others p. 22,retained,E07.01,
OS,Other Subjects Capsule (GIT Others),FI-06,,exclude,7,"Salmonella antigens, toxins, resistance",107,GIT Others p. 22,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-07,,exclude,7,Enteric fever definition,107,GIT Others p. 23,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-08,,exclude,7,Enteric fever pathogenesis,108,GIT Others p. 23,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-09,,exclude,7,Enteric fever clinical course and carriers,108,GIT Others p. 23,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-10,C7-2,include,7,Enteric fever – blood culture technique,109,GIT Others p. 24,retained,E07.02,
OS,Other Subjects Capsule (GIT Others),FI-11,,exclude,7,Enteric fever – stool/urine culture timing,109,GIT Others p. 24,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-12,,exclude,7,Widal test principle,109,GIT Others p. 24,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-13,C7-D1,discrepancy,7,Widal interpretation – H antibodies,109,GIT Others p. 24,review point,R12,
OS,Other Subjects Capsule (GIT Others),FI-14,,exclude,7,Widal interpretation – O and Vi,109,GIT Others p. 24,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-15,,exclude,7,Widal limitations; carrier treatment,109,GIT Others p. 24,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-16,C7-3,include,7,Typhoid prevention – food handlers,109,GIT Others p. 25,retained,E07.03,
OS,Other Subjects Capsule (GIT Others),FI-17,,exclude,7,Typhoid vaccines,110,GIT Others p. 25,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-18,C7-4,include,7,S. typhimurium food poisoning outcome,110,GIT Others p. 25,retained,E07.04,
OS,Other Subjects Capsule (GIT Others),FI-19,,exclude,7,S. enteritidis,110,GIT Others p. 25,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-20,,exclude,7,"Campylobacter morphology, culture, biochemistry",110,GIT Others p. 26,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-21,,exclude,7,Campylobacter pathogenesis and clinical,110,GIT Others p. 26,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-22,,exclude,7,Campylobacter late complications,111,GIT Others p. 27,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-23,C7-5,include,7,Campylobacter lab diagnosis details,111,GIT Others p. 27,retained,E07.05,
OS,Other Subjects Capsule (GIT Others),FI-24,,exclude,7,Campylobacter antibiotic resistance,111,GIT Others p. 27,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-25,,exclude,7,"Brucella species, morphology, biochemistry",111,GIT Others p. 27,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-26,C7-6,include,7,Brucella culture atmosphere,111,GIT Others p. 27,retained,E07.06,
OS,Other Subjects Capsule (GIT Others),FI-27,,exclude,7,"Brucellosis clinical, diagnosis, prevention, treatment",111,GIT Others p. 28,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-28,,exclude,7,S. aureus food poisoning,112,GIT Others p. 29,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-29,,exclude,7,Bacillus cereus,112,GIT Others p. 29,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-30,,exclude,7,Botulism,113,GIT Others p. 30,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-31,,exclude,7,Leptospirosis (incl. hepatic involvement),113,GIT Others p. 31,excluded by original handout,,"duplicate (entire block present in Ch7; Ch19 only lists it as a cause, so no reassignment)"
OS,Other Subjects Capsule (GIT Others),FI-32,,exclude,7,Yellow fever (incl. liver necrosis),114,GIT Others p. 32,excluded by original handout,,duplicate (all present in Ch7 pp.113–114; not covered in liver chapters)
OS,Other Subjects Capsule (GIT Others),FI-33,,exclude,7,"Dengue, Ebola, Marburg",114,GIT Others p. 33,excluded by original handout,,duplicate
OS,Other Subjects Capsule (GIT Others),FI-34,,exclude,7,MCQ 1 – Salmonella biochemistry,107,GIT Others p. 33,excluded by original handout,,MCQ: no keyed answer given in GIT others; lactose/urease already in book; indole not stated as fact in GIT others text
OS,Other Subjects Capsule (GIT Others),FI-35,,exclude,7,MCQ 2–3,110,GIT Others p. 33,excluded by original handout,,MCQ duplicate
OS,Other Subjects Capsule (GIT Others),FI-36,,exclude,7,"MCQ 4, 6, 8",113,GIT Others p. 34,excluded by original handout,,MCQ duplicate (facts already in book; no answer key in GIT others)
OS,Other Subjects Capsule (GIT Others),FI-37,,exclude,7,"MCQ 5, 7",113,GIT Others p. 34,excluded by original handout,,"MCQ with no keyed answer stated in GIT others; implied facts (anthracis, rodent kidney colonization) not stated in GIT others text — cannot include without inference"
OS,Other Subjects Capsule (GIT Others),PA-01,,exclude,9,Schistosoma species comparison table,123,GIT Others p. 35,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-02,,exclude,9,"Schistosoma egg escape, miracidia, cercarial skin penetration",124,GIT Others p. 36,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-03,,exclude,9,Schistosomula migration and prepatent period,125,GIT Others p. 36,excluded by original handout,,Duplicate; same prepatent periods (35 d / 70 d) — no discrepancy
OS,Other Subjects Capsule (GIT Others),PA-04,,exclude,9,Incubation of intestinal schistosomiasis,125,GIT Others p. 37,excluded by original handout,,Duplicate; identical figures — no discrepancy
OS,Other Subjects Capsule (GIT Others),PA-05,,exclude,9,Schistosomiasis stages 1–3,125,GIT Others p. 37,excluded by original handout,,Duplicate; same stage durations and features
OS,Other Subjects Capsule (GIT Others),PA-06,,exclude,9,Katayama fever; dysentery in intestinal bilharziasis,126,GIT Others p. 37,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-07,,exclude,9,"Chronic stage – intestinal lesions (nodules, papillomata, sandy patches)",126,GIT Others p. 38,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-08,,exclude,9,"Hepatic schistosomiasis: periportal fibrosis, portal hypertension, hypersplenism, pancytopenia",126,GIT Others p. 38,excluded by original handout,,Duplicate in Ch9 p.126; Ch23 p.310 also lists 'Schistosomiasis with periportal fibrosis' (presinusoidal) and Ch22 p.283 hepatosplenic schistosomiasis
OS,Other Subjects Capsule (GIT Others),PA-09,,exclude,9,Diagnosis of intestinal schistosomiasis,126,GIT Others p. 38,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-10,,exclude,9,Schistosomiasis treatment and prevention,127,GIT Others p. 38,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-11,,exclude,9,"Taenia saginata – distribution, hosts, infective/diagnostic stages",127,GIT Others p. 39,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-12,,exclude,9,Taenia saginata – clinical picture,127,GIT Others p. 39,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-13,,exclude,9,Taenia saginata – diagnosis,128,GIT Others p. 39,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-14,,exclude,9,Taenia treatment doses,128,GIT Others p. 40,excluded by original handout,,Duplicate; identical doses — no discrepancy
OS,Other Subjects Capsule (GIT Others),PA-15,,exclude,9,Taenia saginata – control,128,GIT Others p. 40,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-16,,exclude,9,"Taenia solium – differences, cysticercosis",129,GIT Others p. 40,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-17,,exclude,9,Taenia solium – diagnosis and treatment,129,GIT Others p. 41,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-18,,exclude,9,"Ascaris – distribution, infection, pathogenesis",132,GIT Others p. 42,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-19,,exclude,9,"Ascaris – clinical picture (larval migration, intestinal)",132,GIT Others p. 42,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-20,,exclude,9,Ascaris – traumatic/ectopic and toxic complications,133,GIT Others p. 43,excluded by original handout,,Duplicate in Ch9 p.133; Ch35 p.390 also lists Ascaris as a cause of obstructive jaundice; Ch12 p.154 lists worms as a cause of appendicitis
OS,Other Subjects Capsule (GIT Others),PA-21,,exclude,9,"Ascaris – diagnosis, treatment, prevention",133,GIT Others p. 43,excluded by original handout,,Duplicate; identical dose — no discrepancy
OS,Other Subjects Capsule (GIT Others),PA-22,,exclude,9,"Enterobius – distribution, habitat, mode of infection",134,GIT Others p. 44,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-23,,exclude,9,"Enterobius – pathogenesis (pruritus ani/vulvae, appendicitis, family treatment)",134,GIT Others p. 44,excluded by original handout,,"Duplicate in Ch9 p.134 (Ch16 does not discuss pruritus ani causes, but fact is already in book)"
OS,Other Subjects Capsule (GIT Others),PA-24,,exclude,9,"Enterobius – diagnosis, treatment, prevention",135,GIT Others p. 45,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
OS,Other Subjects Capsule (GIT Others),PA-25,,exclude,9,Hepatic amoebiasis – routes of spread; diffuse amoebic hepatitis,136,GIT Others p. 46,excluded by original handout,,Duplicate in Ch9 pp.136-137; Ch25 p.329 also gives portal route and right-lobe predominance
OS,Other Subjects Capsule (GIT Others),PA-26,,exclude,9,"Amoebic liver abscess – pathology (anchovy-sauce pus, site)",137,GIT Others p. 46,excluded by original handout,,Duplicate in Ch9 p.137; Ch25 p.329 also has anchovy paste and right-lobe predominance
OS,Other Subjects Capsule (GIT Others),PA-27,,exclude,9,Amoebic liver abscess – clinical picture and DD,137,GIT Others p. 47,excluded by original handout,,"Duplicate in Ch9 p.137 (note: Ch25 p.330 describes pain as 'constant and dull aching' — wording differs, not flagged as a factual contradiction)"
OS,Other Subjects Capsule (GIT Others),PA-28,,exclude,9,"Amoebic liver abscess – serology, aspiration, stool, imaging",138,GIT Others p. 47,excluded by original handout,,"Duplicate in Ch9 p.138 (Ch25 p.331 calls stool testing 'Non-specific' — compatible, not contradictory)"
OS,Other Subjects Capsule (GIT Others),PA-29,C25-D1,discrepancy,25,Amoebic liver abscess – CBC finding,331,GIT Others p. 47,review point,R35,
OS,Other Subjects Capsule (GIT Others),PA-30,,exclude,9,Amoebiasis – prevention and control,138,GIT Others p. 47,excluded by original handout,,Present verbatim in Ch9 (the Ch9 text reproduces GIT others pp.35-47 nearly word for word)
HEP,After Mid-Module Hepatology Extras (Hepatology),A-01,,exclude,29,Jaundice threshold,"237, 350",Hepatology p. 1,excluded by original handout,,Covered (book gives 3-4 mg/dL; consistent).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-02,,include,18,Skin signs of chronic liver disease: definitions,"237, 238, 282",Hepatology p. 1,retained,E18.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),A-03,,include,18,Coagulation factors made by the liver,"238, 246",Hepatology p. 1,retained,E18.04,"E18.04: Merged Hepatology A-11, A-03 and A-12/A-30/A-31 so that no clotting-factor list reads as exhaustive (audit B M5)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-04,,include,18,Hyperdynamic circulation: signs and haemodynamics,"237, 282",Hepatology p. 2,retained,E18.02,"E18.02: Merged Hepatology points A-04, A-05 and A-06/A-07 (hyperdynamic circulation)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-05,,include,18,Origin of vasodilators in chronic liver disease,"237, 282, 338",Hepatology p. 2,retained,E18.02,"E18.02: Merged Hepatology points A-04, A-05 and A-06/A-07 (hyperdynamic circulation)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-06,,include,18,Nitric oxide and prostanoids as vasodilators,"237, 282, 339, 346",Hepatology p. 2,retained,E18.02,"E18.02: Merged Hepatology points A-04, A-05 and A-06/A-07 (hyperdynamic circulation)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-07,,include,18,"Vasodilator cycle figure: endocannabinoids, raised cardiac output","237, 339",Hepatology p. 2,retained,E18.02,"E18.02: Merged Hepatology points A-04, A-05 and A-06/A-07 (hyperdynamic circulation)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-08,,exclude,28,Hepatorenal syndrome definition,"237, 346",Hepatology p. 2,excluded by original handout,,Covered in more detail in Ch 28.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-09,,exclude,18,"Imaging (US, Doppler, CT, MRI, MRCP, X-ray, Fibroscan, upper endoscopy)","239, 240, 241, 242",Hepatology p. 3,excluded by original handout,,Covered verbatim.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-10,,exclude,18,"ERCP, EUS, PTC, liver biopsy","242, 243, 394, 395",Hepatology p. 4,excluded by original handout,,Covered verbatim.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-11,,include,18,Synthetic and detoxification functions of the liver,"238, 244",Hepatology p. 5,retained,E18.04,"E18.04: Merged Hepatology A-11, A-03 and A-12/A-30/A-31 so that no clotting-factor list reads as exhaustive (audit B M5)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-12,,include,18,Albumin as prognostic marker,"238, 244, 286",Hepatology p. 5,retained,E18.04,"E18.04: Merged Hepatology A-11, A-03 and A-12/A-30/A-31 so that no clotting-factor list reads as exhaustive (audit B M5)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-13,,exclude,18,"Aminotransferases, ALT/AST ratio, immunoglobulins","238, 244","Hepatology p. 5, 6",excluded by original handout,,Covered verbatim.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-14,,include,18,ALP/GGT in space-occupying lesions,245,Hepatology p. 6,retained,E18.06,E18.06: Merged Hepatology A-14/A-15 with B1-19 (ALP/GGT with space-occupying or infiltrative lesions; audit B M4).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-15,,include,18,ALP in bone disease: examples,245,Hepatology p. 6,retained,E18.06,E18.06: Merged Hepatology A-14/A-15 with B1-19 (ALP/GGT with space-occupying or infiltrative lesions; audit B M4).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-16,,include,18,5'-nucleotidase,245,Hepatology p. 6,retained,E18.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),A-17,,include,18,Bilirubin processing enzymes,245,Hepatology p. 7,retained,"E18.09, E18.10",E18.10: Merged Hepatology F-03/A-17 with A-18 (bilirubin and bile acids in the gut).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-18,,include,18,Bile acids and enterohepatic circulation,245,Hepatology p. 7,retained,E18.10,E18.10: Merged Hepatology F-03/A-17 with A-18 (bilirubin and bile acids in the gut).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-19,,include,18,Intrahepatic bilirubin carrier proteins,"245, 392",Hepatology p. 7,retained,E18.09,
HEP,After Mid-Module Hepatology Extras (Hepatology),A-20,,exclude,18,Conjugated bilirubin non-toxic,245,Hepatology p. 7,excluded by original handout,,Trivial addition.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-21,,include,18,Crigler-Najjar type II,"245, 350, 354",Hepatology p. 8,retained,E18.12,
HEP,After Mid-Module Hepatology Extras (Hepatology),A-22,,include,18,Dubin-Johnson vs Rotor,"246, 350, 354",Hepatology p. 8,retained,E18.12,
HEP,After Mid-Module Hepatology Extras (Hepatology),A-23,,exclude,29,Causes of intra/extrahepatic cholestasis,"246, 352, 390",Hepatology p. 8,excluded by original handout,,Covered across Ch 29/35.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-24,,exclude,18,Gilbert syndrome,"245, 351",Hepatology p. 8,excluded by original handout,,Covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-25,,include,29,Drug causes of hepatic jaundice: halothane,"246, 351",Hepatology p. 9,retained,E29.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),A-26,,include,18,Hemolytic jaundice: LDH,"245, 246",Hepatology p. 9,retained,E18.11,"E18.11: Hepatology A-29 jaundice table reduced to the details the book lacks (most of it is on book pp. 245–246; audit B §5.1); merged with A-26/A-28 (LDH, β-lipoproteins)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-27,,include,29,Work-up of isolated indirect hyperbilirubinaemia,354,Hepatology p. 10,retained,E29.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),A-28,,include,18,Obstructive jaundice: lipids,"246, 353",Hepatology p. 9,retained,E18.11,"E18.11: Hepatology A-29 jaundice table reduced to the details the book lacks (most of it is on book pp. 245–246; audit B §5.1); merged with A-26/A-28 (LDH, β-lipoproteins)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-29,,include,18,Three-way comparison of jaundice types,"245, 246","Hepatology p. 9, 10",retained,E18.11,"E18.11: Hepatology A-29 jaundice table reduced to the details the book lacks (most of it is on book pp. 245–246; audit B §5.1); merged with A-26/A-28 (LDH, β-lipoproteins)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-30,,include,18,Factors measured by PT,246,Hepatology p. 10,retained,E18.04,"E18.04: Merged Hepatology A-11, A-03 and A-12/A-30/A-31 so that no clotting-factor list reads as exhaustive (audit B M5)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-31,,include,18,PT vs albumin as marker,"244, 246",Hepatology p. 10,retained,E18.04,"E18.04: Merged Hepatology A-11, A-03 and A-12/A-30/A-31 so that no clotting-factor list reads as exhaustive (audit B M5)."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-32,,exclude,18,Vitamin K correction test,"246, 249, 392",Hepatology p. 10,excluded by original handout,,Covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-33,,exclude,29,Dilated vs undilated duct causes,"352, 390, 391",Hepatology p. 10,excluded by original handout,,Covered in substance (image table).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-34,,discrepancy,18,Serum immunoglobulins in PBC,239,Hepatology p. 11,review point,R16,
HEP,After Mid-Module Hepatology Extras (Hepatology),A-35,,exclude,18,"Additional blood tests (viral markers, AFP, A1AT, autoantibodies, HFE)",239,Hepatology p. 11,excluded by original handout,,Covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-36,,include,22,Ceruloplasmin structure,"294, 295",Hepatology p. 12,retained,E22.08,E22.08: Merged Hepatology A-36/37/39/42/43 with A-41 (Wilson disease).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-37,,include,22,Copper absorption fraction,294,Hepatology p. 12,retained,E22.08,E22.08: Merged Hepatology A-36/37/39/42/43 with A-41 (Wilson disease).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-38,,exclude,22,Wilson disease genetics/pathophysiology,"294, 295",Hepatology p. 12,excluded by original handout,,Covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),A-39,,include,22,Wilson psychiatric features: psychosis,295,Hepatology p. 12,retained,E22.08,E22.08: Merged Hepatology A-36/37/39/42/43 with A-41 (Wilson disease).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-40,,exclude,22,Wilson: first symptoms neurological,295,Hepatology p. 12,excluded by original handout,,"Source unclear: stated as universal, conflicts with the common hepatic presentation that the book also lists; not added."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-41,,include,22,Kayser-Fleischer ring appearance,"295, 296",Hepatology p. 13,retained,E22.08,E22.08: Merged Hepatology A-36/37/39/42/43 with A-41 (Wilson disease).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-42,,include,22,Wilson haemolysis mechanism,295,Hepatology p. 13,retained,E22.08,E22.08: Merged Hepatology A-36/37/39/42/43 with A-41 (Wilson disease).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-43,,include,22,Ceruloplasmin normal range,"250, 296",Hepatology p. 13,retained,E22.08,E22.08: Merged Hepatology A-36/37/39/42/43 with A-41 (Wilson disease).
HEP,After Mid-Module Hepatology Extras (Hepatology),A-44,,exclude,18,"Wilson diagnostic tests (slit lamp, urinary copper, biopsy, serum copper)","250, 296, 297",Hepatology p. 13,excluded by original handout,,"Covered; the only difference is book-internal (≥ vs >), not source vs book."
HEP,After Mid-Module Hepatology Extras (Hepatology),A-45,,exclude,18,"General symptoms: fatigability, fever, encephalopathy, endocrine","237, 238, 282",Hepatology p. 1,excluded by original handout,,Covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-01,,include,18,Acute viral hepatitis - expected time to resolution,"246, 247, 257",Hepatology p. 14,retained,E19.01,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-02,,include,18,Follow-up / prognostic markers in acute hepatitis,"246, 247, 252",Hepatology p. 14,retained,E19.02,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-03,,include,18,Documenting recovery of HBV/HCV,"247, 248, 259",Hepatology p. 14,retained,E18.14,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-04,,include,18,HAV direct detection,"247, 253","Hepatology p. 15, 24",retained,E18.15,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-05,,exclude,18,HAV IgG - vaccine vs natural immunity,"247, 259",Hepatology p. 15,excluded by original handout,,Minor increment: vaccine-derived IgG and use of total Ab to confirm immunity. Low priority. | Central review: low yield (vaccine-derived IgG immunity implied by book p259).
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-06,,include,19,HBV - infectious body fluids,"247, 255",Hepatology p. 16,retained,E19.03,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-07,,include,18,HBV window period - interpretation,248,Hepatology p. 17,retained,E18.13,"E18.13: Merged Hepatology B1-08/B1-09 tables, B1-09 comparison and B1-07 window-period point."
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-08,,include,18,HBV serology interpretation table,"247, 248, 259",Hepatology p. 17,retained,E18.13,"E18.13: Merged Hepatology B1-08/B1-09 tables, B1-09 comparison and B1-07 window-period point."
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-09,,include,18,HBV markers: acute vs chronic vs past,"248, 259",Hepatology p. 17,retained,E18.13,"E18.13: Merged Hepatology B1-08/B1-09 tables, B1-09 comparison and B1-07 window-period point."
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-10,,exclude,18,HBV DNA PCR uses,"248, 266, 267",Hepatology p. 17,excluded by original handout,,Already covered (p248 + Ch 20 phase table).
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-11,,include,19,HCV - transfusion-associated hepatitis,"248, 256",Hepatology p. 18,retained,E19.04,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-12,,include,20,HCV antibody - false positive/negative,"248, 272",Hepatology p. 18,retained,E18.16,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-13,,include,18,HCV IgM - not diagnostic,"248, 249",Hepatology p. 18,retained,E18.16,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-14,,include,19,HDV - dependence on HBsAg,"249, 255",Hepatology p. 19,retained,E19.05,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-15,,include,19,HEV genotypes and transmission,"249, 254",Hepatology p. 19,retained,E19.06,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-16,,include,19,HEV chronicity in immunocompromised,"249, 254, 258",Hepatology p. 19,retained,E19.06,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-17,,include,19,HEV age distribution,"249, 254",Hepatology p. 19,retained,E19.06,
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-18,,include,18,Hepatitis G,249,Hepatology p. 20,retained,E18.17,"E18.17: Hepatology B1-18 (Hepatitis G, book p. 249) moved from Chapter 19 to Chapter 18, where p. 249 belongs (audit C)."
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-19,,include,18,Hepatic infiltration / space-occupying lesions - lab pattern,"245, 246, 249",Hepatology p. 20,retained,E18.06,E18.06: Merged Hepatology A-14/A-15 with B1-19 (ALP/GGT with space-occupying or infiltrative lesions; audit B M4).
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-20,,exclude,18,Lab findings of cirrhosis,249,Hepatology p. 20,excluded by original handout,,Already covered.
HEP,After Mid-Module Hepatology Extras (Hepatology),B1-21,,exclude,18,Chronic hepatitis definition and labs,"249, 250",Hepatology p. 21,excluded by original handout,,Already covered.
