id,source_pages_hapatology,source_excerpt,topic,book_chapter,book_printed_pages,book_has,new_contribution,evidence_type,agent_decision,final_decision,reason,handout_location
C-11,48,Liver stiffness measurement ≤20 kPa and a platelet count > 150 x109L do not need upper tract gastrointestinal endoscopy,Elastography rule-out of varices (Baveno),22 Liver Cirrhosis; 23 Portal Hypertension,"285, 312","p285: endoscopy guided by Baveno VII, some patients can avoid endoscopy; no thresholds (searched: kPa, 150, platelet, stiffness, Baveno in book1/book2)","Patients with liver stiffness ≤20 kPa and platelets >150 x10^9/L do not need screening upper endoscopy, because the likelihood of large varices is low (<5%).",text,include,include,Book names the criteria but omits the actual cut-offs,Ch 22 · Varices screening without endoscopy
C-12,48,liver stiffness measurement value by transient elastography of > 25 kPa is sufficient to diagnose CSPH,Elastography diagnosis of CSPH,22 Liver Cirrhosis; 23 Portal Hypertension,"285, 313","p285: elastography identifies patients at risk of CSPH to be treated with carvedilol; no threshold (searched: kPa, 25, CSPH)",A transient-elastography liver stiffness >25 kPa is sufficient to diagnose CSPH; such patients do not need endoscopy and are treated with carvedilol to decrease the risk of decompensation.,text,include,include,Specific diagnostic cut-off absent from book,Ch 22 · Varices screening without endoscopy
C-13,48,"In patients with encephalopathy, proteins should be restricted to 30-40 gm/day",Cirrhosis nutrition - protein,22 Liver Cirrhosis,286,p286: protein restriction no longer recommended; 1.2-1.5 g/kg/day even in HE; temporary reduction only in severe overt HE,"Source: protein 1-1.2 g/kg (1.5 g/kg if poorly nourished) and restriction to 30-40 g/day in encephalopathy; book: 1.2-1.5 g/kg/day even in HE, avoid prolonged restriction.",text,discrepancy,discrepancy,Different protein recommendations in encephalopathy,
C-14,49,Child class A if he has < 7 points. ... Child class C if he has > 10 points.,Child-Pugh classes,22 Liver Cirrhosis,"286, 287","p286-287: Child A 5-6, B 7-9, C 10-15; table identical; MELD-Na p287",n/a,text,exclude,exclude,Source unclear: '>10' leaves a score of 10 unassigned; book covers CTP and MELD fully,
C-15,51,Mandatory criteria for diagnosis of PBC: Clinical and lab evidences of Cholestasis. M2 antibodies. Destructive cholangitis on liver biopsy.,PBC diagnostic criteria,22 Liver Cirrhosis,288,"p288: diagnosis requires two of three (cholestatic ALP, AMA, compatible biopsy)","Source presents cholestasis, M2 antibodies and destructive cholangitis on biopsy as 'mandatory' criteria; book requires two of three.",text,discrepancy,discrepancy,Whether all three or two of three criteria are needed,
C-16,51,Ursodeoxycholic acid (UDCA) improves bilirubin level and liver biochemistry but has no effect on the disease process.,PBC - UDCA effect,22 Liver Cirrhosis,288,"p288: UDCA first-line, improves biochemistry, slows fibrosis progression and improves survival",Source says UDCA has no effect on the disease process; book says it slows fibrosis and improves survival.,text,discrepancy,discrepancy,Opposite statements on disease-modifying effect of UDCA in PBC,
C-17,51,"Supplementation with fat soluble vitamins, and calcium.",PBC - supportive treatment,22 Liver Cirrhosis,"287, 288","p287 mentions malabsorption of fat-soluble vitamins and osteoporosis, but treatment list lacks supplementation (searched: fat soluble, calcium, supplement, vitamin)",Patients with PBC should receive supplementation with fat-soluble vitamins and calcium.,text,include,include,Management point absent from book treatment section,Ch 22 · Cholestatic and metabolic cirrhosis
C-18,51,Damage and loss of the small bile ducts with ductular proliferation are characteristic of the disease.,PBC histology,22 Liver Cirrhosis,288,p288: damage and loss of small bile ducts with florid duct lesion (searched: ductular),PBC biopsy shows damage and loss of small bile ducts with ductular proliferation.,text,include,include,Additional histological feature (ductular proliferation) not in book,Ch 22 · Cholestatic and metabolic cirrhosis
C-19,51,ERCP should be done to make sure that the bile ducts are normal.,PBC imaging,22 Liver Cirrhosis,288,p288: U/S to exclude extrahepatic obstruction; MRCP can be done,n/a,text,exclude,exclude,Book already covers biliary imaging with MRCP (more current); rest of PBC section covered p287-289,
C-20,52,endoscopic stents and surgical excision of strictures are of limited value and are mainly used as symptomatic treatment for pruritus.,PSC interventional treatment,22 Liver Cirrhosis,"289, 290","p290: ERCP balloon dilatation/temporary stenting for cholestasis, pruritus, cholangitis; PSC otherwise fully covered (IBD 70-80%, p-ANCA 60%, MRCP/ERCP, transplant)",n/a,text,exclude,exclude,"Already covered; surgical excision of strictures is a minor, outdated point",
C-21,53,Thirty percent may develop HCC as a complication of liver cirrhosis.,Hemochromatosis - HCC risk,22 Liver Cirrhosis; 26 HCC,"292, 333","p292: increased risk of HCC, persists after iron depletion; no figure; Ch26 risk list has no hemochromatosis number (searched: HCC, hepatocellular, 30%, hemochromat)",About 30% of patients with hemochromatosis may develop HCC as a complication of cirrhosis.,text,include,include,Quantifies a risk the book states only qualitatively,Ch 22 · Cholestatic and metabolic cirrhosis
C-22,53,MRI detects iron deposition in the pancreas to differentiate the condition from secondary iron overload states (haemosidrosis) in which only the liver is affected.,Hemochromatosis - MRI differentiation,22 Liver Cirrhosis,293,"p293: MRI quantifies hepatic iron and assesses extrahepatic deposition; no mention of secondary overload differentiation (searched: haemosid, hemosid, secondary iron)","MRI showing iron in the pancreas helps differentiate hereditary hemochromatosis from secondary iron overload (hemosiderosis), in which only the liver is affected.",text,include,include,Clinical distinction absent from book,Ch 22 · Cholestatic and metabolic cirrhosis
C-23,53,bronze pigmentation of the skin (due to melanin depositing,Hemochromatosis - skin pigmentation mechanism,22 Liver Cirrhosis,292,"p292: skin hyperpigmentation ('bronze diabetes'), no mechanism (searched: melanin, bronze)",The bronze skin pigmentation of hemochromatosis is due to melanin deposition.,text,include,include,Mechanism absent from book,Ch 22 · Cholestatic and metabolic cirrhosis
C-24,53,The mutant HFE gene interacts with intestinal transferring receptor leading to loss of normal intestinal control of iron absorption.,Hemochromatosis pathophysiology,22 Liver Cirrhosis,"291, 292, 293, 294","p291: HFE mutation -> low hepcidin -> increased ferroportin activity; clinical, investigations, venesection, chelation, screening covered p292-294",n/a,text,exclude,exclude,Book gives a more current (hepcidin) mechanism; rest of topic covered,
C-25,54,A defect in the hepatic synthesis of ceruloplasmin leads to failure of hepatic metabolism and excretion.,Wilson disease (HAP 54),22 Liver Cirrhosis; 18 Liver Disease Assessment,"294, 295, 296, 297, 298, 250","p294-298: ATP7B mechanism, clinical, KF rings, investigations, treatment, sibling screening, heterozygotes not treated; p250: total serum copper decreased",n/a,text,exclude,exclude,Fully covered; source mechanism (ceruloplasmin synthesis defect) is outdated relative to book's ATP7B account,
C-26,"55, 44",At least 30 gm of alcohol daily for more than 10 years.,Alcoholic cirrhosis threshold,22 Liver Cirrhosis,"281, 298","p281: regular alcohol intake >30 ml/day for >10 years; p298: >10 years, no amount",Source HAP 55 gives at least 30 g of alcohol daily for >10 years; book (and HAP 44) give >30 ml/day.,text,discrepancy,discrepancy,Unit differs (g vs ml); 30 ml ethanol is not 30 g,
C-27,55,Increased ɤ GT: it is a sensitive test to determine whether the patient is taking alcohol.,Alcoholic cirrhosis - GGT,22 Liver Cirrhosis; 18 Liver Disease Assessment,"299, 239, 245",p299: elevated GGT; p239/245: GGT elevated in alcoholics even with normal liver,n/a,text,exclude,exclude,Essentially covered; alcoholic cirrhosis section otherwise covered p298-299 (headache/migraine in source list is trivial),
C-28,56,"Gene analysis: M, Z & S phenotypes.",Alpha-1 antitrypsin deficiency - phenotypes,22 Liver Cirrhosis,300,"p300: phenotyping/genotyping of SERPINA1; PiZZ most severe; M and S not named (searched: phenotyp, PiZZ)","Gene analysis in alpha-1 antitrypsin deficiency identifies the M, Z and S phenotypes.",text,include,include,Minor: names phenotype alleles beyond PiZZ,Ch 22 · Cholestatic and metabolic cirrhosis
C-29,56,Gene therapy.,Alpha-1 antitrypsin deficiency - treatment,22 Liver Cirrhosis,300,"p300: augmentation therapy, smoking cessation, COPD treatment, transplantation (searched: gene therapy)",n/a,text,exclude,exclude,Not an established therapy; source gives no detail; remaining A1AT content covered p299-300,
C-30,"44, 45, 47, 48","It is a diffuse process characterized by necrosis of liver cells, followed by fibrosis, regeneration and nodule formation.","Cirrhosis definition, etiology, morphology, signs, labs, U/S, NITs, treatment of cause",22 Liver Cirrhosis,"281, 282, 283, 284, 285, 286",p281-286 reproduce these sections nearly verbatim,n/a,text,exclude,exclude,Already covered,
D-01,57,"Increased blood flow: Idiopathic tropical splenomegaly, Arteriovenous fistula",Causes of portal hypertension: increased portal inflow,23 Portal Hypertension,"309, 310","Classification only by site of obstruction (prehepatic/intrahepatic/posthepatic), p309-310; no increased-flow category. not found (searched: increased flow, arteriovenous fistula, tropical splenomegaly)","Besides obstruction, portal hypertension can result from increased portal blood flow, e.g. idiopathic tropical splenomegaly and arteriovenous fistula.",image-figure,include,include,Mechanistic category absent from book classification,Ch 23 · Causes the book does not list
D-02,57,"Splenic vein: Thrombosis, Invasion or compression by tumour",Prehepatic causes: splenic vein and tumour compression,23 Portal Hypertension,"309, 310","Prehepatic causes limited to portal vein thrombosis causes (idiopathic, umbilical sepsis, infection, viscosity, HCC, congenital), p309-310. not found (searched: splenic vein thromb, compression by tumour)",Prehepatic obstruction also includes splenic vein thrombosis and invasion or compression of the portal or splenic vein by tumour.,image-figure,include,include,Additional prehepatic causes shown only in source figure,Ch 23 · Causes the book does not list
D-03,57,"'Pre-sinusoidal' ... Early primary biliary cirrhosis, Chronic active hepatitis ... Toxins: vinyl chloride arsenic, copper, Idiopathic portal hypertension",Presinusoidal causes (extra items),23 Portal Hypertension,310,"Presinusoidal: schistosomiasis, Hodgkin's, leukemia, sarcoidosis, congenital hepatic fibrosis, arsenic (p310). Vinyl chloride appears only in cholestasis list (Ch 29). not found (searched: idiopathic portal, vinyl, copper, chronic active hepatitis in Ch 23)","Other presinusoidal causes: early primary biliary cirrhosis, chronic active hepatitis, toxins (vinyl chloride, arsenic, copper) and idiopathic portal hypertension.",image-figure,include,include,Figure lists presinusoidal causes not in book list,Ch 23 · Causes the book does not list
D-04,57,"'Sinusoidal' Cirrhosis Non-cirrhotic: Acute alcoholic hepatitis, Cytotoxic drugs, Vitamin A intoxication; 'Post-sinusoidal' Venocclusive disease, Alcoholic central hyaline sclerosis",Sinusoidal/postsinusoidal causes (extra items),23 Portal Hypertension,310,"Sinusoidal/postsinusoidal: cirrhosis, alcoholic hepatitis, veno-occlusive disease (p310). not found (searched: vitamin A, cytotoxic, hyaline, non-cirrhotic)",Non-cirrhotic sinusoidal causes include cytotoxic drugs and vitamin A intoxication; alcoholic central hyaline sclerosis is a post-sinusoidal cause.,image-figure,include,include,Figure-only causes absent from book,Ch 23 · Causes the book does not list
D-05,59,The spleen is enlarged due to portal hypertension and also due to reticulo-endothelial hyperplasia.,Mechanism of splenomegaly,23 Portal Hypertension,"311, 312","Splenomegaly and hypersplenism with thrombocytopenia listed (p311-312); mechanism not given. not found (searched: reticulo, hyperplasia)",Splenomegaly in portal hypertension results both from congestion (raised portal pressure) and from reticulo-endothelial hyperplasia.,text,include,include,Mechanism absent,Ch 23 · Causes the book does not list
D-06,60,liver stiffness measurement value by transient elastography of > 25 kPa is sufficient to diagnose CSPH ... treated with carvedilol,Elastography threshold for CSPH,22 Liver Cirrhosis,"285, 313","cACLD/CSPH concept and FibroScan to identify CSPH risk, treat with NSBB like carvedilol (p285); Baveno VII mentioned. No numeric cut-off. not found (searched: kPa, 25, liver stiffness)","A liver stiffness value >25 kPa on transient elastography is sufficient to diagnose CSPH, and such patients are treated with carvedilol to reduce the risk of decompensation.",text,include,merged,"Specific numeric threshold absent | Duplicate of C-12 (same >25 kPa CSPH statement, HAP 60 vs 48); printed once under Ch 22.",Ch 22 · Varices screening without endoscopy
D-07,60,Esophageal variceal hemorrhage accounts for about 1/3 of deaths in patients with cirrhosis &portal hypertension.,Mortality burden of variceal bleeding,23 Portal Hypertension,313,'accounts for a significant proportion of deaths' (p313),Variceal hemorrhage accounts for about one-third of deaths in patients with cirrhosis and portal hypertension.,text,include,include,Source is more specific (quantified),Ch 23 · Primary prophylaxis
D-08,61,"Oral Propranolal, in a dose sufficient to reduce the resting pulse t by 25% (80-160 mg/day) for life.",Propranolol for primary prophylaxis,23 Portal Hypertension,313,"Only carvedilol 6.25 mg twice daily named (p313). not found (searched: propranolol, propanol, resting pulse, 25%)","Oral propranolol (80-160 mg/day) is an alternative, titrated to reduce resting pulse by 25%, and continued for life.",text,include,include,"Drug, dose and titration target absent",Ch 23 · Primary prophylaxis
D-09,61,the portal inflow is reduced by decrease in cardiac output ( β1 ) and by blockade of β2 vasodilator receptor on the splanchnic arteries.,Mechanism of non-selective beta-blockers,23 Portal Hypertension,313,"NSBB reduce risk of variceal bleeding and gastropathy bleeding (p313); mechanism not given. not found (searched: cardiac output, β2, beta 2, vasodilator receptor)",Non-selective beta-blockers reduce portal inflow by lowering cardiac output (β1 blockade) and by blocking β2 vasodilator receptors on splanchnic arteries.,text,include,include,Mechanism absent,Ch 23 · Primary prophylaxis
D-10,61,It is as effective as banding.,NSBB vs band ligation (primary prophylaxis),23 Portal Hypertension,"313, 314","Band ligation used when β-blockers contraindicated/not tolerated (p314); no efficacy comparison. not found (searched: as effective as, effective)","For primary prophylaxis, non-selective beta-blockers are as effective as band ligation.",text,include,include,Comparative statement absent,Ch 23 · Primary prophylaxis
D-11,61,Restore blood volume ... the aim is to maintain systolic blood pressure at 100mmHg.,Resuscitation haemodynamic target,23 Portal Hypertension,"314, 315","Monitor pulse/BP; restrictive transfusion target Hb 7-8 g/dL (p315); no BP target. not found (searched: systolic, 100)","During resuscitation of variceal bleeding, aim to maintain systolic blood pressure at about 100 mmHg.",text,include,include,Target absent (note transfusion-target discrepancy in separate row),Ch 23 · Acute variceal bleeding
D-12,62,Gastric varices and big esophageal varices are injected with an adhesive substance (Histoacryl blue),Tissue adhesive indications,23 Portal Hypertension,315,'Large gastric varices may require injection of tissue adhesives (Histoacryl)' (p315),Tissue adhesive (Histoacryl blue) injection is used for gastric varices and also for big oesophageal varices.,text,include,include,Source extends indication to large oesophageal varices,Ch 23 · Acute variceal bleeding
D-13,62,Terlipressin: 2 mg/ 6 hours IV then 1mg/4hours for 2-5 days.,Terlipressin dose in variceal bleeding,23 Portal Hypertension,315,"Terlipressin 'usually continued for 2-5 days' (p315); no dose. Dose (1 mg/4-6 h) only given for HRS in Ch 28 (p347). not found in Ch 23 (searched: terlipressin, 2 mg, mg)","Terlipressin for variceal bleeding: 2 mg IV every 6 hours, then 1 mg every 4 hours, for 2-5 days.",text,include,include,Dosing regimen absent in Ch 23,Ch 23 · Acute variceal bleeding
D-14,62,Patients should have nil by mouth until bleeding has stopped.,Oral intake during variceal bleeding,23 Portal Hypertension,316,"Ch 23 additional measures list omits it (p316); Ch 03 UGIB says 'keep NPO until endoscopy' (book1 printed 50). searched: nil by mouth, NPO, oral intake","In acute variceal bleeding, keep the patient nil by mouth until bleeding has stopped.",text,include,exclude,Absent from variceal section; general UGIB statement differs in endpoint | Central review: NPO already in first-half book Ch 03 upper GI bleeding (printed p50).,
D-15,62,can be used if endoscopic therapy or vasoconstrictive therapy has failed or not available.,Indication for balloon tamponade,23 Portal Hypertension,316,"'Balloon tamponade is now rarely used because of serious complications, particularly aspiration and esophageal injury' (p316); no indication. searched: tamponade, Sengstaken, Minnesota",Balloon tamponade can still be used when endoscopic or vasoconstrictor therapy has failed or is not available.,text,include,include,Indication absent,Ch 23 · Acute variceal bleeding
D-16,62,TIPS is used when bleeding cannot be stopped or early rebleeding occurs after endoscopic therapy within 5 days.,TIPS timing criterion,23 Portal Hypertension,316,"Heading 'Management of Failure or Early Rebleeding' and TIPS for refractory bleeding (p316); no time window. not found (searched: 5 days, within 5)",TIPS is indicated when bleeding cannot be stopped or when early rebleeding occurs within 5 days of endoscopic therapy.,text,include,include,Specific time window absent,Ch 23 · Acute variceal bleeding
D-17,63,The shunts are usually end-to- side portocaval anastomosis or splenorenal shunts (Warren),Types of surgical portosystemic shunt,23 Portal Hypertension,317,"'Surgical shunts decompress the portal circulation and reduce rebleeding but may produce significant hepatic encephalopathy' (p317); types not named. not found (searched: portocaval, splenorenal, Warren, end-to-side)",Surgical shunts are usually an end-to-side portocaval anastomosis or a (Warren) splenorenal shunt.,text,include,include,Shunt types absent,Ch 23 · Acute variceal bleeding
D-18,64,"The syndrome does not complicate portal venous occlusion alone. It may be terminal in chronic cholestasis, such as primary biliary cirrhosis.",Liver cell failure: scope,18 Liver Disease Assessment,"237, 238","Features of hepato-cellular failure listed (p237-238); no statement on which diseases it complicates. not found (searched: portal venous occlusion, does not complicate, terminal)","Hepatocellular failure complicates almost all liver diseases but not portal venous occlusion alone; it may be the terminal event in chronic cholestasis such as primary biliary cirrhosis, and its picture and treatment are similar whatever the cause.",text,include,include,Clinical distinction absent,Ch 18 · Symptoms and signs of chronic liver disease
D-19,64,Principal Functions Of The Liver ... Detoxification of ammonia through urea cycle ... Steroid and hormone binding proteins ... Kupffer cells.,Principal functions of the liver,17 Hepatology and Hepatic Surgery,"233, 235","Anatomy, blood supply, lobule/acinus, Kupffer cells, space of Disse (p233-235); no list of liver functions. not found (searched: functions of the liver, principal function, acute phase, binding protein, urea cycle)","Principal liver functions: bile formation and secretion; metabolism of carbohydrates, amino acids, lipids and vitamins; inactivation of ammonia (urea cycle), toxins, steroids and hormones; synthesis of acute-phase proteins, albumin, clotting factors and binding proteins; immune function (Kupffer cells).",text,include,include,Framework explaining features of liver failure absent,Ch 17 · Liver functions and lobular zonation
D-20,64,"Pericentral zone: Glycolysis; Glutamine & Bile acid biosynthesis ... Periportal zone: Gluconeogenesis, Cholesterol & Urea biosynthesis",Metabolic zonation of the lobule,17 Hepatology and Hepatic Surgery,235,"Zones 1-3 described only by oxygenation (zone 1 best oxygenated, zone 3 more vulnerable), p235. not found (searched: gluconeogen, glycolysis, glutamine)","The periportal zone is the site of gluconeogenesis and cholesterol and urea synthesis, whereas the pericentral zone performs glycolysis and glutamine and bile acid synthesis.",image-figure,include,include,Figure content absent from book,Ch 17 · Liver functions and lobular zonation
D-21,65,8) Cryptogenic cirrhosis,Cryptogenic cirrhosis,22 Liver Cirrhosis,281,"Etiology list: viral, ALD, MASH, metabolic, PBC, venous outflow, AIH, toxins/drugs (p281). not found (searched: cryptogenic)",Some cirrhosis is cryptogenic (no identifiable cause).,text,include,include,Category absent,Ch 22 · Aetiology and consequences
D-22,65,"Reduction in functional cell mass: - Decreased detoxification: bilirubin, ammonia, drugs. - Decreased synthesis of: albumin, coagulation proteins",Consequences of cirrhosis: two mechanisms,22 Liver Cirrhosis,"281, 282","Decompensation features listed (p282) and features of hepatic failure (p237-238); no framing of the two pathways. not found (searched: functional cell mass, consequences of cirrhosis, liver insufficiency)","Cirrhosis causes disease by two routes: altered hepatic blood flow (portal hypertension: variceal bleeding, ascites, encephalopathy; ascites leads to SBP and HRS) and reduced functional cell mass (less detoxification of bilirubin, ammonia and drugs; less synthesis of albumin and clotting proteins: jaundice, encephalopathy).",image-figure,include,include,Organising framework absent; includes flow-chart content,Ch 22 · Aetiology and consequences
D-23,65,7) Changes in nitrogen metabolism.,Hepatic failure feature list,18 Liver Disease Assessment,"237, 238","List: general failure of health, jaundice, hyperdynamic circulation, fever/septicaemia, encephalopathy, ascites, skin/endocrine changes, disordered coagulation (p237-238). Missing nitrogen metabolism and cyanosis. searched: nitrogen, cyanosis (cyanosis only as chest sign in cirrhosis p283)","Features of hepatic failure also include changes in nitrogen metabolism, and hyperdynamic circulation may be accompanied by cyanosis.",text,include,exclude,List items absent; low priority | Central review: source gives only the heading 'changes in nitrogen metabolism' with no content.,
D-24,61,Over transfusion may cause rebleeding. Patient should be kept with a hematocrit value around 30.,Transfusion target,23 Portal Hypertension,315,"'Blood transfusion should be restrictive, with a target hemoglobin generally around 7-8 g/dL' (p315)",Source targets haematocrit around 30; book targets Hb 7-8 g/dL (restrictive). Both warn against over-transfusion.,text,discrepancy,discrepancy,Different numeric targets on the same point,
D-25,61,Ryle's tube insertion for aspiration and lavage.,Nasogastric tube in variceal bleeding,23 Portal Hypertension,315,'A nasogastric tube may be considered selectively ... but it is not routinely required in every patient' (p315),"Source lists Ryle's tube insertion as part of routine resuscitation; book says it is selective, not routine.",text,discrepancy,discrepancy,Routine vs selective use,
D-26,61,Every patient diagnosed with cirrhosis should have an upper GI endoscopy to assess the possibility of presence of esophageal or gastric varices.,Screening endoscopy in cirrhosis,23 Portal Hypertension,"285, 313","'assessment ... using appropriate non-invasive criteria and/or upper GI endoscopy' (p313); 'guided by Baveno VII criteria, and some patients can safely avoid endoscopy' (p285)",Source: endoscopy for every cirrhotic; book: non-invasive criteria may spare some patients endoscopy (source p60 itself introduces elastography).,text,discrepancy,discrepancy,Universal vs selective screening endoscopy,
D-27,57,portal hypertension is considered when the pressure is more than 12 mmHg.,Definition/normal portal pressure,23 Portal Hypertension,"309, 310",Normal 5-10 mmHg; CSPH when >~10-12 mmHg (p309); HVPG>12 for varices (p317),,text,exclude,exclude,"Covered; source itself uses 10-12 mmHg on p59, so not a firm discrepancy",
D-28,"57, 58",The portal vein is formed by the union of the superior mesenteric and the splenic vein,Anatomy and main causes by site,23 Portal Hypertension,"309, 310",Anatomy and full prehepatic/intrahepatic/posthepatic text lists match (p309-310); IVC obstruction/Budd-Chiari covered in Ch 22,,text,exclude,exclude,Already covered (figure-only extras recorded separately),
D-29,59,They develop into anastomosis between left and short gastric veins (portal) and azygous vein (systemic).,"Portosystemic collaterals, clinical picture, investigations",23 Portal Hypertension,"310, 311, 312, 313","All four collateral sites, clinical features, endoscopy/Doppler/LFT/biopsy covered (p310-313)",,text,exclude,exclude,Already covered,
D-30,59,Ascites due to associated chronic liver disease.,Ascites in portal hypertension,23 Portal Hypertension,312,'Ascites' listed (p312),,text,exclude,exclude,Trivial,
D-31,60,"About 90 % of patients with cirrhosis will develop gastro-esophageal varices over 10 years, but only 1/3 of these will bleed.",Natural history; cACLD/CSPH concept,23 Portal Hypertension,"285, 313",Same figures p313; cACLD/CSPH p285,,text,exclude,exclude,Already covered,
D-32,61,Carvedilol: a non selective beta and alpha1 receptor blocker is used in dose of 6.25 mg twice daily,Carvedilol; banding when NSBB contraindicated; banding mechanism,23 Portal Hypertension,"313, 314","Carvedilol 6.25 mg bd, band ligation if asthma/heart block/hypotension, varix suctioned and banded (p313-314)",,text,exclude,exclude,Already covered,
D-33,61,It prevents bleeding from congestive gastropathy and decreases the frequency of rebleeding.,NSBB in gastropathy/rebleeding,23 Portal Hypertension,"313, 317",Reduce bleeding from gastropathy (p313); NSBB for secondary prophylaxis (p317),,text,exclude,exclude,Already covered,
D-34,61,fresh blood transfusion or fresh frozen plasma or plasma expanders,Blood products for volume restoration,23 Portal Hypertension,"314, 315",Restrictive transfusion; avoid over-transfusion (p315),,text,exclude,exclude,Superseded by book's restrictive approach; transfusion target logged as discrepancy,
D-35,"61, 62",Urgent endoscopy: only after resuscitation,Urgent endoscopy aims; band ligation/sclerotherapy (ethanolamine oleate); 80% success,23 Portal Hypertension,315,All covered p315 (plus within 12 h),,text,exclude,exclude,Already covered,
D-36,62,Their main use is for control of emergency bleeding while waiting for endoscopy,"Vasoactive therapy role, octreotide when terlipressin contraindicated",23 Portal Hypertension,"315, 316","Start before endoscopy, reduce splanchnic flow; octreotide when terlipressin unsuitable (p315-316)",,text,exclude,exclude,Already covered,
D-37,62,It should be given to patients with ischemic heart disease.,Terlipressin and ischaemic heart disease,23 Portal Hypertension,315,'Particular caution is required in patients with ischemic heart disease' (p315),,text,exclude,exclude,source unclear (likely missing 'not'); book already cautions,
D-38,62,Prophylactic antibiotics : oral or IV.,Additional measures; rebleed within 10 days; TIPS technique and encephalopathy risk,23 Portal Hypertension,316,Identical list and TIPS technique p316,,text,exclude,exclude,Already covered,
D-39,63,Banding is superior to sclerotherapy,"Secondary prophylaxis (EVL every 2 weeks, NSBB, shunts, transplant; 60-80% recurrence)",23 Portal Hypertension,"315, 316, 317","EVL preferred (p315); 2-weekly EVL to obliteration, 60-80%/2 y, NSBB, TIPS, shunts, transplant (p316-317)",,text,exclude,exclude,Already covered,
D-40,63,"Hepatic vein catheterization: Cannulation of the hepatic vein, balloon occlusion","Portal pressure measurement (WHVP, PVPG, HVPG)",23 Portal Hypertension,317,Reproduced near-verbatim p317,,text,exclude,exclude,Already covered,
D-41,64,Microscopic Anatomy Of The Liver,"Liver microanatomy (sinusoid, Disse, stellate, Kupffer, acinus zones)",17 Hepatology and Hepatic Surgery,235,"Lobule, acinus zones, Kupffer, Disse, stellate cells (p235)",,image-figure,exclude,exclude,Already covered (metabolic zonation logged separately),
D-42,65,"Viral hepatitis types B ± delta; C. ... methotrexate, amiodarone.",Causes of cirrhosis,22 Liver Cirrhosis,"281, 307","Viral, alcohol, metabolic, PBC/secondary biliary, venous outflow, AIH, methotrexate (p281); amiodarone chronic injury (p307)",,text,exclude,exclude,Already covered (cryptogenic logged separately),
D-43,65,General failure of health. 2) Jaundice. 3) Hyperdynamic circulation,Features of hepatic failure,18 Liver Disease Assessment,"237, 238",Same list p237-238,,text,exclude,exclude,Already covered (missing items logged separately),
D-44,"57, 58, 59, 60, 61, 62, 63",Esophageal varices are superficial in position and tend to rupture.,Ch 02 Esophagus check for varices,02 Esophagus,16,"Book1 Ch 02 has no varices section; only 'after sclerosis of varices' as a stricture cause (printed 16). Varices in UGIB section Ch 03 (printed 50-51: band ligation, NPO until endoscopy)",,text,exclude,exclude,No earlier-chapter home; all variceal content belongs to Ch 23,
E-01,66,"Cirrhosis is the commonest cause, with malignancy, and less frequently cardiac failure and tuberculous peritonitis, being responsible for most other cases.",Ascites - relative frequency of causes,27 Ascites,338,p338: 'Cirrhosis is responsible for 80% of causes of ascites'; no ranking of the remaining causes.,"After cirrhosis, malignancy is the next commonest cause of ascites, followed less frequently by cardiac failure and tuberculous peritonitis.",text,include,include,Book gives only the 80% cirrhosis figure; source ranks the other causes.,Ch 27 · Causes and mechanism
E-02,66,Common causes of ascites by the presence or absence of portal hypertension,Ascites - causes classified by portal hypertension,27 Ascites,338,"p338 classifies causes only by mechanism (hydrostatic, oncotic, permeability, leakage, misc). Not found (searched: pseudomyxoma, mesothelioma, Familial Mediterranean, amyloid, sarcoidosis, veno-occlusive in Ch27).","Causes can also be grouped by portal hypertension. With portal hypertension: intrahepatic (cirrhosis, alcoholic hepatitis, active chronic hepatitis, liver failure, veno-occlusive disease, liver tumour, schistosomiasis, sarcoidosis, Budd-Chiari, focal nodular hyperplasia) and extrahepatic (heart failure, pericarditis, portal vein thrombosis). Without portal hypertension: peritoneal (carcinomatosis, mesothelioma, pseudomyxoma, infectious), hypoalbuminaemia (nephrotic syndrome, malnutrition, bowel disease) and mixed (myxoedema, pancreatic/biliary ascites, amyloidosis, familial Mediterranean fever, granulomatous disease).",text,include,include,Alternative clinically useful classification absent from book; complements SAAG table.,Ch 27 · Causes and mechanism
E-03,"66, 67",A) Increased hydrostatic pressure: 1. Cirrhosis. 2. Hepatic vein occlusion(Budd-Chiari syndrome).,Ascites - mechanistic causes A-E,27 Ascites,338,p338 reproduces the full A-E list.,-,text,exclude,exclude,Already covered verbatim.,
E-04,"67, 68",Renin acts on the basic substrate angiotensinogen made in the liver to form the decapeptide angiotensin I.,Renin-angiotensin physiology (background to ascites pathogenesis),27 Ascites,"338, 339","Not found (searched: juxtaglomerular, macula densa, angiotensinogen, ACE in book1/book2). Book names RAAS activation only (p339, p346).","Renin (from juxtaglomerular cells of the afferent arteriole) converts liver-made angiotensinogen to angiotensin I; ACE (mainly pulmonary endothelium) converts it to angiotensin II, a potent pressor that also stimulates aldosterone from the zona glomerulosa. Renin release is governed by juxtaglomerular cells (pressure transducers sensing renal perfusion), macula densa cells (chemoreceptors sensing distal Na/Cl load) and sympathetic beta-receptors (upright posture).",text,include,include,Physiology basis for underfill theory/HRS; absent from book. Reviewer may judge it out of scope for a clinical GI book.,Ch 27 · Causes and mechanism
